Step,AgentID,Wealth,Steps_not_given,Tech_Adoption
4,54,10,3,3
4,55,10,3,3
4,56,10,0,2
4,57,10,3,3
4,58,10,3,3
4,59,10,3,3
4,60,10,3,3
4,61,10,3,3
4,62,10,3,3
4,63,10,3,3
4,64,10,3,3
4,65,10,0,0
4,66,10,3,3
4,67,10,3,3
4,68,10,0,2
4,69,10,3,3
4,70,10,1,2
4,71,10,2,2
4,72,10,3,3
4,73,10,3,3
4,74,10,3,3
4,75,10,3,3
4,76,10,3,3
4,77,10,0,2
4,78,10,3,3
4,79,10,3,3
4,80,10,3,3
4,81,10,3,3
4,82,10,3,3
4,83,10,3,3
4,84,10,3,3
4,85,10,3,3
4,86,10,3,3
4,87,10,0,2
4,88,10,3,3
4,89,10,2,2
4,90,10,1,2
4,91,10,3,3
4,92,10,3,3
4,93,10,3,3
4,94,10,3,3
4,95,10,3,3
4,96,10,3,3
4,97,10,3,3
4,98,10,1,1
4,99,10,3,3
4,100,10,3,3
5,1,10,4,4
5,2,10,4,4
5,3,10,4,4
5,4,10,4,4
5,5,10,4,4
5,6,10,1,3
5,7,10,4,4
5,8,10,4,4
5,9,10,4,4
5,10,10,4,4
5,11,10,4,4
5,12,10,4,4
5,13,10,4,4
5,14,10,4,4
5,15,10,2,3
5,16,10,4,4
5,17,10,4,4
5,18,10,3,3
5,19,10,3,3
5,20,10,3,3
5,21,10,1,3
5,22,10,4,4
5,23,10,4,4
5,24,10,4,4
5,25,10,4,4
5,26,10,0,3
5,27,10,4,4
5,28,10,4,4
5,29,10,4,4
5,30,10,4,4
5,31,10,4,4
5,32,10,3,3
5,33,10,1,2
5,34,10,4,4
5,35,10,4,4
5,36,10,4,4
5,37,10,4,4
5,38,10,4,4
5,39,10,4,4
5,40,10,2,3
5,41,10,4,4
5,42,10,4,4
5,43,10,3,3
5,44,10,4,4
5,45,10,4,4
5,46,10,4,4
5,47,10,4,4
5,48,10,4,4
5,49,10,4,4
5,50,10,4,4
5,51,10,4,4
5,52,10,4,4
5,53,10,4,4
5,54,10,4,4
5,55,10,4,4
5,56,10,1,3
5,57,10,4,4
5,58,10,4,4
5,59,10,4,4
5,60,10,4,4
5,61,10,0,3
5,62,10,4,4
5,63,10,4,4
5,64,10,4,4
5,65,10,1,1
5,66,10,4,4
5,67,10,4,4
5,68,10,1,3
5,69,10,4,4
5,70,10,2,3
5,71,10,3,3
5,72,10,4,4
5,73,10,4,4
5,74,10,4,4
5,75,10,4,4
5,76,10,4,4
5,77,10,0,2
5,78,10,4,4
5,79,10,4,4
5,80,10,4,4
5,81,10,4,4
5,82,10,4,4
5,83,10,4,4
5,84,10,4,4
5,85,10,4,4
5,86,10,4,4
5,87,10,1,3
5,88,10,4,4
5,89,10,3,3
5,90,10,0,2
5,91,10,4,4
5,92,10,4,4
5,93,10,4,4
5,94,10,0,3
5,95,10,4,4
5,96,10,4,4
5,97,10,4,4
5,98,10,0,1
5,99,10,4,4
5,100,10,4,4
6,1,10,5,5
6,2,10,5,5
6,3,10,5,5
6,4,10,5,5
6,5,10,5,5
6,6,10,2,4
6,7,10,5,5
6,8,10,5,5
6,9,10,5,5
6,10,10,5,5
6,11,10,5,5
6,12,10,5,5
6,13,10,5,5
6,14,10,5,5
6,15,10,0,3
6,16,10,5,5
6,17,10,5,5
6,18,10,0,3
6,19,10,4,4
6,20,10,4,4
6,21,10,2,4
6,22,10,5,5
6,23,10,5,5
6,24,10,5,5
6,25,10,5,5
6,26,10,1,4
6,27,10,5,5
6,28,10,5,5
6,29,10,5,5
6,30,10,5,5
6,31,10,5,5
6,32,10,4,4
6,33,10,2,3
6,34,10,5,5
6,35,10,5,5
6,36,10,5,5
6,37,10,5,5
6,38,10,5,5
6,39,10,5,5
6,40,10,3,4
6,41,10,5,5
6,42,10,5,5
6,43,10,4,4
6,44,10,0,4
6,45,10,5,5
6,46,10,5,5
6,47,10,5,5
6,48,10,5,5
6,49,10,5,5
6,50,10,5,5
6,51,10,5,5
6,52,10,5,5
6,53,10,5,5
6,54,10,5,5
6,55,10,5,5
6,56,10,2,4
6,57,10,5,5
6,58,10,5,5
6,59,10,5,5
6,60,10,5,5
6,61,10,1,4
6,62,10,5,5
6,63,10,5,5
6,64,10,5,5
6,65,10,2,2
6,66,10,5,5
6,67,10,5,5
6,68,10,2,4
6,69,10,5,5
6,70,10,3,4
6,71,10,4,4
6,72,10,5,5
6,73,10,5,5
6,74,10,5,5
6,75,10,5,5
6,76,10,5,5
6,77,10,1,3
6,78,10,5,5
6,79,10,5,5
6,80,10,5,5
6,81,10,5,5
6,82,10,5,5
6,83,10,5,5
6,84,10,5,5
6,85,10,5,5
6,86,10,5,5
6,87,10,2,4
6,88,10,5,5
6,89,10,4,4
6,90,10,0,2
6,91,10,5,5
6,92,10,5,5
6,93,10,5,5
6,94,10,1,4
6,95,10,5,5
6,96,10,5,5
6,97,10,5,5
6,98,10,1,2
6,99,10,5,5
6,100,10,5,5
7,1,10,6,6
7,2,10,6,6
7,3,10,6,6
7,4,10,6,6
7,5,10,6,6
7,6,10,3,5
7,7,10,6,6
7,8,10,6,6
7,9,10,6,6
7,10,10,6,6
7,11,10,6,6
7,12,10,6,6
7,13,10,6,6
7,14,10,6,6
7,15,10,0,3
7,16,10,6,6
7,17,10,6,6
7,18,10,1,4
7,19,10,5,5
7,20,10,5,5
7,21,10,3,5
7,22,10,6,6
7,23,10,6,6
7,24,10,6,6
7,25,10,6,6
7,26,10,2,5
7,27,10,6,6
7,28,10,6,6
7,29,10,6,6
7,30,10,6,6
7,31,10,0,5
7,32,10,5,5
7,33,10,3,4
7,34,10,6,6
7,35,10,6,6
7,36,10,6,6
7,37,10,6,6
7,38,10,6,6
7,39,10,6,6
7,40,10,4,5
7,41,10,6,6
7,42,10,0,5
7,43,10,0,4
7,44,9,0,4
7,45,10,6,6
7,46,10,6,6
7,47,10,6,6
7,48,10,6,6
7,49,10,6,6
7,50,10,6,6
7,51,10,6,6
7,52,10,6,6
7,53,10,6,6
7,54,10,6,6
7,55,10,6,6
7,56,10,3,5
7,57,10,6,6
7,58,10,0,5
7,59,10,6,6
7,60,10,6,6
7,61,10,2,5
7,62,10,6,6
7,63,10,6,6
7,64,10,6,6
7,65,10,3,3
7,66,10,6,6
7,67,10,6,6
7,68,10,0,4
7,69,10,6,6
7,70,10,4,5
7,71,10,5,5
7,72,10,0,5
7,73,10,6,6
7,74,10,0,5
7,75,10,6,6
7,76,10,6,6
7,77,10,2,4
7,78,10,6,6
7,79,10,6,6
7,80,10,6,6
7,81,10,6,6
7,82,10,6,6
7,83,10,0,5
7,84,10,6,6
7,85,10,6,6
7,86,10,6,6
7,87,10,3,5
7,88,10,6,6
7,89,10,5,5
7,90,10,1,3
7,91,10,6,6
7,92,10,6,6
7,93,10,6,6
7,94,10,2,5
7,95,10,6,6
7,96,10,0,5
7,97,10,6,6
7,98,11,0,2
7,99,10,0,5
7,100,10,6,6
8,1,10,7,7
8,2,10,7,7
8,3,10,7,7
8,4,10,7,7
8,5,10,7,7
8,6,10,4,6
8,7,10,7,7
8,8,10,7,7
8,9,10,7,7
8,10,10,7,7
8,11,10,7,7
8,12,10,7,7
8,13,10,7,7
8,14,10,7,7
8,15,10,1,4
8,16,10,7,7
8,17,10,7,7
8,18,10,2,5
8,19,10,6,6
8,20,10,0,5
8,21,10,4,6
8,22,10,7,7
8,23,10,7,7
8,24,10,0,6
8,25,10,7,7
8,26,10,3,6
8,27,10,7,7
8,28,10,7,7
8,29,10,7,7
8,30,10,0,6
8,31,10,1,6
8,32,10,6,6
8,33,10,4,5
8,34,10,7,7
8,35,10,7,7
8,36,10,7,7
8,37,10,7,7
8,38,10,7,7
8,39,10,7,7
8,40,10,5,6
8,41,10,7,7
8,42,10,1,6
8,43,10,1,5
8,44,9,1,5
8,45,10,7,7
8,46,10,7,7
8,47,10,7,7
8,48,10,7,7
8,49,10,7,7
8,50,10,7,7
8,51,10,7,7
8,52,10,0,6
8,53,10,7,7
8,54,10,7,7
8,55,10,7,7
8,56,10,4,6
8,57,10,7,7
8,58,10,1,6
8,59,10,7,7
8,60,10,7,7
8,61,10,3,6
8,62,10,0,6
8,63,10,7,7
8,64,10,7,7
8,65,10,4,4
8,66,10,7,7
8,67,10,7,7
8,68,10,1,5
8,69,10,7,7
8,70,10,0,5
8,71,10,6,6
8,72,10,1,6
8,73,10,7,7
8,74,10,1,6
8,75,10,7,7
8,76,10,7,7
8,77,10,3,5
8,78,10,7,7
8,79,10,0,6
8,80,10,7,7
8,81,10,7,7
8,82,10,7,7
8,83,10,1,6
8,84,10,7,7
8,85,10,7,7
8,86,10,7,7
8,87,10,4,6
8,88,10,7,7
8,89,10,6,6
8,90,10,2,4
8,91,10,7,7
8,92,10,7,7
8,93,10,7,7
8,94,10,3,6
8,95,10,7,7
8,96,10,1,6
8,97,10,7,7
8,98,11,0,2
8,99,10,1,6
8,100,10,7,7
9,1,10,8,8
9,2,10,8,8
9,3,10,8,8
9,4,10,8,8
9,5,10,8,8
9,6,10,5,7
9,7,10,8,8
9,8,10,8,8
9,9,10,8,8
9,10,10,8,8
9,11,10,8,8
9,12,10,8,8
9,13,10,8,8
9,14,10,8,8
9,15,10,2,5
9,16,10,8,8
9,17,10,8,8
9,18,10,3,6
9,19,10,7,7
9,20,10,1,6
9,21,10,5,7
9,22,10,8,8
9,23,10,8,8
9,24,10,1,7
9,25,10,8,8
9,26,10,4,7
9,27,10,8,8
9,28,10,8,8
9,29,10,8,8
9,30,10,1,7
9,31,10,2,7
9,32,10,7,7
9,33,10,5,6
9,34,10,8,8
9,35,10,8,8
9,36,10,8,8
9,37,10,8,8
9,38,10,8,8
9,39,10,8,8
9,40,10,6,7
9,41,10,8,8
9,42,10,2,7
9,43,10,2,6
9,44,9,2,6
9,45,10,8,8
9,46,10,8,8
9,47,10,8,8
9,48,10,8,8
9,49,10,8,8
9,50,10,8,8
9,51,10,8,8
9,52,10,1,7
9,53,10,8,8
9,54,10,8,8
9,55,10,8,8
9,56,10,5,7
9,57,10,8,8
9,58,10,2,7
9,59,10,8,8
9,60,10,8,8
9,61,10,4,7
9,62,10,1,7
9,63,10,8,8
9,64,10,8,8
9,65,10,5,5
9,66,10,8,8
9,67,10,8,8
9,68,10,2,6
9,69,10,8,8
9,70,10,1,6
9,71,10,7,7
9,72,10,2,7
9,73,10,8,8
9,74,10,2,7
9,75,10,8,8
9,76,10,8,8
9,77,10,4,6
9,78,10,8,8
9,79,10,1,7
9,80,10,8,8
9,81,10,8,8
9,82,10,8,8
9,83,10,2,7
9,84,10,8,8
9,85,10,8,8
9,86,10,8,8
9,87,10,5,7
9,88,10,8,8
9,89,10,7,7
9,90,10,3,5
9,91,10,8,8
9,92,10,8,8
9,93,10,8,8
9,94,10,4,7
9,95,10,8,8
9,96,10,2,7
9,97,10,8,8
9,98,11,1,3
9,99,10,2,7
9,100,10,8,8
10,1,10,9,9
10,2,10,9,9
10,3,10,9,9
10,4,10,9,9
10,5,10,9,9
10,6,10,6,8
10,7,10,9,9
10,8,10,0,8
10,9,10,9,9
10,10,10,9,9
10,11,10,9,9
10,12,10,9,9
10,13,10,9,9
10,14,10,0,8
10,15,10,3,6
10,16,10,9,9
10,17,10,9,9
10,18,10,4,7
10,19,10,8,8
10,20,10,2,7
10,21,10,6,8
10,22,10,9,9
10,23,10,9,9
10,24,10,2,8
10,25,10,9,9
10,26,10,0,7
10,27,10,9,9
10,28,10,9,9
10,29,10,9,9
10,30,10,2,8
10,31,10,3,8
10,32,10,8,8
10,33,10,6,7
10,34,10,9,9
10,35,10,9,9
10,36,10,9,9
10,37,10,9,9
10,38,10,9,9
10,39,10,9,9
10,40,10,7,8
10,41,10,9,9
10,42,10,3,8
10,43,10,3,7
10,44,9,3,7
10,45,10,9,9
10,46,10,9,9
10,47,10,9,9
10,48,10,9,9
10,49,10,9,9
10,50,10,9,9
10,51,10,9,9
10,52,10,2,8
10,53,10,9,9
10,54,10,9,9
10,55,10,9,9
10,56,10,6,8
10,57,10,9,9
10,58,10,3,8
10,59,10,0,8
10,60,10,0,8
10,61,10,5,8
10,62,10,2,8
10,63,10,9,9
10,64,10,0,8
10,65,10,6,6
10,66,10,9,9
10,67,10,9,9
10,68,10,3,7
10,69,10,9,9
10,70,10,2,7
10,71,10,8,8
10,72,10,3,8
10,73,10,9,9
10,74,10,3,8
10,75,10,9,9
10,76,10,9,9
10,77,10,5,7
10,78,10,9,9
10,79,10,2,8
10,80,10,9,9
10,81,10,9,9
10,82,10,9,9
10,83,10,3,8
10,84,10,9,9
10,85,10,9,9
10,86,10,9,9
10,87,10,6,8
10,88,10,9,9
10,89,10,8,8
10,90,10,4,6
10,91,10,9,9
10,92,10,9,9
10,93,10,9,9
10,94,10,5,8
10,95,10,9,9
10,96,10,3,8
10,97,10,9,9
10,98,11,2,4
10,99,10,3,8
10,100,10,9,9
11,1,10,10,10
11,2,10,10,10
11,3,10,10,10
11,4,10,10,10
11,5,10,10,10
11,6,10,7,9
11,7,10,10,10
11,8,10,1,9
11,9,10,10,10
11,10,10,0,9
11,11,10,10,10
11,12,10,10,10
11,13,10,0,9
11,14,10,1,9
11,15,10,4,7
11,16,10,10,10
11,17,10,10,10
11,18,10,5,8
11,19,10,9,9
11,20,10,3,8
11,21,10,7,9
11,22,10,10,10
11,23,10,10,10
11,24,10,3,9
11,25,10,10,10
11,26,10,1,8
11,27,10,10,10
11,28,10,10,10
11,29,10,10,10
11,30,10,3,9
11,31,10,4,9
11,32,10,9,9
11,33,10,7,8
11,34,10,10,10
11,35,10,10,10
11,36,10,10,10
11,37,10,10,10
11,38,10,10,10
11,39,10,10,10
11,40,10,8,9
11,41,10,10,10
11,42,10,4,9
11,43,10,4,8
11,44,9,4,8
11,45,10,10,10
11,46,10,10,10
11,47,10,10,10
11,48,10,10,10
11,49,10,10,10
11,50,10,10,10
11,51,10,0,9
11,52,10,3,9
11,53,10,10,10
11,54,10,10,10
11,55,10,10,10
11,56,10,7,9
11,57,10,10,10
11,58,10,0,8
11,59,10,1,9
11,60,10,1,9
11,61,10,6,9
11,62,10,3,9
11,63,10,10,10
11,64,10,1,9
11,65,10,7,7
11,66,10,0,9
11,67,10,10,10
11,68,10,4,8
11,69,10,0,9
11,70,10,3,8
11,71,10,9,9
11,72,10,4,9
11,73,10,10,10
11,74,10,4,9
11,75,10,10,10
11,76,10,10,10
11,77,10,6,8
11,78,10,10,10
11,79,10,3,9
11,80,10,10,10
11,81,10,10,10
11,82,10,10,10
11,83,10,4,9
11,84,10,10,10
11,85,10,10,10
11,86,10,10,10
11,87,10,7,9
11,88,10,10,10
11,89,10,9,9
11,90,10,5,7
11,91,10,10,10
11,92,10,10,10
11,93,10,10,10
11,94,10,6,9
11,95,10,10,10
11,96,10,4,9
11,97,10,10,10
11,98,11,3,5
11,99,10,4,9
11,100,10,10,10
12,1,10,11,11
12,2,10,11,11
12,3,10,11,11
12,4,10,11,11
12,5,10,11,11
12,6,10,8,10
12,7,10,11,11
12,8,10,2,10
12,9,10,11,11
12,10,10,0,9
12,11,10,11,11
12,12,10,11,11
12,13,10,1,10
12,14,10,2,10
12,15,10,5,8
12,16,10,11,11
12,17,10,11,11
12,18,10,6,9
12,19,10,10,10
12,20,10,4,9
12,21,10,8,10
12,22,10,11,11
12,23,10,11,11
12,24,10,0,9
12,25,10,11,11
12,26,10,2,9
12,27,10,11,11
12,28,10,11,11
12,29,10,11,11
12,30,10,4,10
12,31,10,5,10
12,32,10,10,10
12,33,10,8,9
12,34,10,11,11
12,35,10,11,11
12,36,10,11,11
12,37,10,11,11
12,38,10,11,11
12,39,10,11,11
12,40,10,9,10
12,41,10,11,11
12,42,10,5,10
12,43,10,5,9
12,44,9,0,8
12,45,10,11,11
12,46,10,11,11
12,47,10,11,11
12,48,10,11,11
12,49,10,11,11
12,50,10,11,11
12,51,10,0,9
12,52,10,4,10
12,53,10,11,11
12,54,10,11,11
12,55,10,11,11
12,56,10,8,10
12,57,10,11,11
12,58,10,0,8
12,59,10,2,10
12,60,10,2,10
12,61,10,0,9
12,62,10,4,10
12,63,10,11,11
12,64,10,2,10
12,65,10,8,8
12,66,10,1,10
12,67,10,11,11
12,68,10,5,9
12,69,10,0,9
12,70,10,4,9
12,71,10,10,10
12,72,10,5,10
12,73,10,11,11
12,74,10,5,10
12,75,10,0,10
12,76,10,11,11
12,77,10,7,9
12,78,10,0,10
12,79,10,4,10
12,80,10,0,10
12,81,10,11,11
12,82,10,11,11
12,83,10,0,9
12,84,10,11,11
12,85,10,11,11
12,86,10,11,11
12,87,10,8,10
12,88,10,11,11
12,89,10,10,10
12,90,10,6,8
12,91,10,11,11
12,92,10,0,10
12,93,10,11,11
12,94,10,7,10
12,95,10,11,11
12,96,10,5,10
12,97,10,11,11
12,98,11,4,6
12,99,10,5,10
12,100,10,11,11
13,1,10,0,11
13,2,10,12,12
13,3,10,12,12
13,4,10,12,12
13,5,10,12,12
13,6,10,9,11
13,7,10,12,12
13,8,10,3,11
13,9,10,12,12
13,10,10,1,10
13,11,10,12,12
13,12,10,12,12
13,13,10,0,10
13,14,10,3,11
13,15,10,6,9
13,16,10,12,12
13,17,10,12,12
13,18,10,7,10
13,19,10,11,11
13,20,10,0,9
13,21,10,9,11
13,22,10,12,12
13,23,10,12,12
13,24,10,1,10
13,25,10,0,11
13,26,10,3,10
13,27,10,12,12
13,28,10,12,12
13,29,10,12,12
13,30,10,5,11
13,31,10,6,11
13,32,10,11,11
13,33,10,9,10
13,34,10,12,12
13,35,10,12,12
13,36,10,12,12
13,37,10,12,12
13,38,10,12,12
13,39,10,12,12
13,40,10,10,11
13,41,10,12,12
13,42,10,0,10
13,43,10,6,10
13,44,9,1,9
13,45,10,12,12
13,46,10,0,11
13,47,10,12,12
13,48,10,12,12
13,49,10,12,12
13,50,10,12,12
13,51,10,1,10
13,52,10,5,11
13,53,10,12,12
13,54,10,12,12
13,55,10,12,12
13,56,10,9,11
13,57,10,12,12
13,58,10,1,9
13,59,10,3,11
13,60,10,3,11
13,61,10,1,10
13,62,10,5,11
13,63,10,12,12
13,64,10,3,11
13,65,10,9,9
13,66,10,2,11
13,67,10,12,12
13,68,10,6,10
13,69,10,1,10
13,70,10,5,10
13,71,10,11,11
13,72,10,6,11
13,73,10,0,11
13,74,10,6,11
13,75,10,1,11
13,76,10,12,12
13,77,10,8,10
13,78,10,1,11
13,79,10,5,11
13,80,10,1,11
13,81,10,12,12
13,82,10,0,11
13,83,10,0,9
13,84,10,12,12
13,85,10,12,12
13,86,10,12,12
13,87,10,9,11
13,88,10,0,11
13,89,10,11,11
13,90,10,7,9
13,91,10,12,12
13,92,10,1,11
13,93,10,12,12
13,94,10,8,11
13,95,10,12,12
13,96,10,6,11
13,97,10,12,12
13,98,11,5,7
13,99,10,6,11
13,100,10,12,12
14,1,10,1,12
14,2,10,13,13
14,3,10,13,13
14,4,10,13,13
14,5,10,13,13
14,6,10,10,12
14,7,10,13,13
14,8,10,4,12
14,9,10,13,13
14,10,10,2,11
14,11,10,13,13
14,12,10,13,13
14,13,10,1,11
14,14,10,4,12
14,15,10,7,10
14,16,10,13,13
14,17,10,13,13
14,18,10,8,11
14,19,10,12,12
14,20,10,1,10
14,21,10,10,12
14,22,10,13,13
14,23,10,13,13
14,24,10,2,11
14,25,10,1,12
14,26,10,4,11
14,27,10,13,13
14,28,10,13,13
14,29,10,13,13
14,30,10,6,12
14,31,10,7,12
14,32,10,12,12
14,33,10,10,11
14,34,10,13,13
14,35,10,13,13
14,36,10,0,12
14,37,10,13,13
14,38,10,13,13
14,39,10,13,13
14,40,10,11,12
14,41,10,13,13
14,42,10,1,11
14,43,10,7,11
14,44,9,2,10
14,45,10,13,13
14,46,10,1,12
14,47,10,13,13
14,48,10,13,13
14,49,10,13,13
14,50,10,13,13
14,51,10,2,11
14,52,10,6,12
14,53,10,13,13
14,54,10,13,13
14,55,10,13,13
14,56,10,10,12
14,57,10,13,13
14,58,10,2,10
14,59,10,0,11
14,60,10,4,12
14,61,10,2,11
14,62,10,6,12
14,63,10,13,13
14,64,10,4,12
14,65,10,10,10
14,66,10,3,12
14,67,10,13,13
14,68,10,7,11
14,69,10,2,11
14,70,10,6,11
14,71,10,12,12
14,72,10,7,12
14,73,10,1,12
14,74,10,7,12
14,75,10,2,12
14,76,10,13,13
14,77,10,9,11
14,78,10,2,12
14,79,10,6,12
14,80,10,2,12
14,81,10,13,13
14,82,10,1,12
14,83,10,1,10
14,84,10,13,13
14,85,10,13,13
14,86,10,13,13
14,87,10,10,12
14,88,10,1,12
14,89,10,12,12
14,90,10,8,10
14,91,10,13,13
14,92,10,2,12
14,93,10,13,13
